"15위",M79_달리분류되지않은기타연조직장애,800266,2732311,13989013,86704345,66181592,M75_어깨병변,745374,4291572,23050267,283056134,207173648,M79_달리분류되지않은기타연조직장애,824286,2560917,15424521,93208109,70304532,N40_전립선증식증,907215,4533063,187770059,507732170,343414064
"16위",J30_혈관운동성및앨러지성비염,782071,1793013,14023431,56815922,44442502,K02_치아우식,744022,1218922,1816783,52422590,37425305,K02_치아우식,816286,1338466,1999673,59764802,42637732,E78_지질단백질대사장애및기타지질증,857129,3165310,164260168,325529129,230284953
"17위",N40_전립선증식증,774538,4099175,152863834,387879725,260620935,H25_노년백내장,740899,2439729,10096230,475950375,372433513,M75_어깨병변,804683,4650418,25692842,322364982,234532522,K02_치아우식,854648,1392405,2106967,64813610,46230794
"18위",K02_치아우식,763860,1250367,1809908,50455708,36015439,M79_달리분류되지않은기타연조직장애,719218,2397205,14003829,83119202,63157946,H25_노년백내장,789938,2525380,10469856,533380905,415923288,H10_결막염,838068,1777753,7392357,79961428,61395850
"19위",J06_다발성및상세불명부위의급성상기도감염,757591,1681506,9220858,47753279,38305429,Z46_기타장치의부착및조정를위하여보건서비스와접하고있는사람,685175,1097701,1229480,87961611,62934080,E78_지질단백질대사장애및기타지질증,766943,2843309,135402218,264554131,187123283,M79_달리분류되지않은기타연조직장애,836378,2511297,15880455,97841402,73407843
"20위",J00_급성비인두염[감기],742227,1796730,9423130,36343083,29359595,E78_지질단백질대사장애및기타지질증,674084,2482297,113659386,217159727,153201947,H04_눈물계통의장애,746857,1702017,9568141,91516056,68260053,H25_노년백내장,813686,2521190,9853287,565824009,440981514
"21위",M75_어깨병변,740937,4299484,21218048,251184525,184861188,H04_눈물계통의장애,664480,1553738,8975220,79127890,59215394,Z46_기타장치의부착및조정를위하여보건서비스와접하고있는사람,725280,1165088,1312776,96359586,68946624,M75_어깨병변,813234,4440101,25680085,334322493,242347331
"22위",H04_눈물계통의장애,726282,1728654,8990568,81554226,60560637,J30_혈관운동성및앨러지성비염,657841,1584011,14700273,54866828,42575591,M81_병적골절이없는골다공증,701147,2202990,59000013,196755237,136685761,Z46_기타장치의부착및조정를위하여보건서비스와접하고있는사람,760529,1217357,1369893,103522583,74048570
"23위",Z46_기타장치의부착및조정를위하여보건서비스와접하고있는사람,691900,1114686,1237447,83347871,59543466,M81_병적골절이없는골다공증,641328,2072404,51815951,174320441,121170194,M51_기타추간판장애,641527,4404520,31295526,344089223,247229441,J30_혈관운동성및앨러지성비염,757729,1663952,16888717,65445568,50803430
"24위",M81_병적골절이없는골다공증,648575,2194330,48914978,165261956,114538417,B35_백선증,601429,1529134,13169953,67964507,50980446,B35_백선증,615904,1568825,13521020,71093456,53508419,M81_병적골절이없는골다공증,745191,2256151,64099013,214677163,149184115
"25위",M51_기타추간판장애,625567,4651395,26963525,285001551,207849460,M51_기타추간판장애,597849,4232491,27918706,307446646,223043892,J30_혈관운동성및앨러지성비염,576909,1368867,14184321,51545648,39749014,H04_눈물계통의장애,745188,1651256,9191837,97338263,71966993
"26위",E78_지질단백질대사장애및기타지질증,624115,2283218,95553131,181181168,127059256,J00_급성비인두염[감기],540147,1371488,7969075,28994527,23237850,F00_알츠하이머병에서의치매(G30.-+),549969,24207875,119594818,2208726851,1638899083,J06_다발성및상세불명부위의급성상기도감염,715225,1385995,8983144,49664498,40316610
"27위",B35_백선증,591885,1472171,12326961,62980294,47098318,J06_다발성및상세불명부위의급성상기도감염,524181,1193385,7693136,36038608,28652872,M47_척추증,546118,3347020,19845892,193892704,143273881,J00_급성비인두염[감기],676583,1431688,8637749,40746994,33543221
"28위",M47_척추증,562373,3738086,17872072,167249110,126377172,M47_척추증,518207,3294970,18197790,171665508,128239360,Z11_감염성및기생충성질환에대한특수선별검사,534222,1981129,2423316,75021369,47414621,M51_기타추간판장애,662716,4275135,32999622,362919134,258217476
"29위",J40_급성인지만성인지명시되지않은기관지염,514987,1284897,8106291,56659422,42151572,F00_알츠하이머병에서의치매(G30.-+),510653,24312173,109545577,2145636473,1588080969,H35_기타망막장애,516907,1585736,18730009,323959889,252272386,B35_백선증,618191,1533945,13392844,71285967,53853530
"30위",F00_알츠하이머병에서의치매(G30.-+),487665,23284111,98127160,1949504057,1435969583,H35_기타망막장애,478220,1490148,17496065,271019542,211144293,K59_기타기능성장장애,508460,1072637,15532544,64400333,45118663,H35_기타망막장애,581478,1720840,18243806,372827220,291574790
"31위",H35_기타망막장애,484700,1511913,16815136,241047955,185011614,K03_치아경조직의기타질환,460475,712800,1143936,39320899,28012593,K03_치아경조직의기타질환,500291,771097,1240786,43630457,31070680,F00_알츠하이머병에서의치매(G30.-+),580166,23223648,124797180,2181189359,1625235762
"32위",M13_기타관절염,482817,2097574,16130040,92730581,69996960,K59_기타기능성장장애,451263,974357,13674758,53589455,37696033,M13_기타관절염,467912,1796205,17169763,96643062,71885804,K59_기타기능성장장애,553059,1126965,16535083,72221196,50683910
"33위",A09_감염성및상세불명기원의기타위장염및결장염,471208,1120533,6092007,112065562,83375469,M13_기타관절염,449692,1811441,16529199,92309529,69220152,M19_기타관절증,467244,1744247,24621668,161616697,112324630,M47_척추증,544165,3138794,18448713,194052994,143563873
"34위",K03_치아경조직의기타질환,463866,726822,1113303,38217725,27218217,M19_기타관절증,423268,1609525,21769606,134111589,94164741,H40_녹내장,465510,1655176,13000043,198199404,133348903,K03_치아경조직의기타질환,536500,819016,1376186,47960990,34147771
"35위",J04_급성후두염및기관염,461895,1129828,5974519,33082631,26788081,I20_협심증,418164,1822355,105889883,575036756,439599658,A09_감염성및상세불명기원의기타위장염및결장염,447067,1035744,6556405,115141072,85098616,H40_녹내장,497283,1700743,13429229,219501168,147069868
"36위",K59_기타기능성장장애,457685,981643,12560258,50259813,35161746,H40_녹내장,416762,1531389,11689174,169088978,114973046,R10_복부및골반통증,445216,829199,8701652,95291616,59519130,R10_복부및골반통증,494340,905027,9718042,111125598,69607759
"37위",J02_급성인두염,434485,904197,4696058,25199859,20435183,A09_감염성및상세불명기원의기타위장염및결장염,414508,988644,6071632,104299669,77547864,I20_협심증,442275,1892086,112524292,638425847,486817814,M19_기타관절증,488026,1755264,25943770,174578790,120121824
"38위",L50_두드러기,429563,1054980,8240169,32300356,25100265,L50_두드러기,410321,1023202,8666732,32782226,25587724,L50_두드러기,434699,1029184,9016456,34736513,26973534,A09_감염성및상세불명기원의기타위장염및결장염,480419,1064553,6995643,122567181,90588582
"39위",J03_급성편도염,426395,902553,4573139,26544542,21443786,H16_각막염,401304,987277,4597394,47203772,35414038,H81_전정기능의장애,429195,1254000,19039522,128995881,87252819,J02_급성인두염,473884,866559,5101458,31048352,25383554
"40위",H16_각막염,424499,1062180,4561496,46097865,34875751,H81_전정기능의장애,398073,1176508,17661191,114869197,78388186,S33_요추및골반의관절및인대의탈구염좌및긴장,420948,1625839,7848881,76233304,57178047,M13_기타관절염,459140,1678362,16726106,95375007,70461517
"41위",M19_기타관절증,421495,1630986,19012751,106547138,75556779,S33_요추및골반의관절및인대의탈구염좌및긴장,391034,1522926,7141529,66543584,50290749,J06_다발성및상세불명부위의급성상기도감염,380943,827052,5656828,26117288,20814933,I20_협심증,455410,1878976,117780102,660301254,498327332
"42위",M25_달리분류되지않은기타관절장애,412292,1636749,9650606,53849502,38595777,K58_과민대장증후군,384229,751137,7451511,46967552,33152291,H60_외이염,376535,1115975,3420545,27303854,22303451,H81_전정기능의장애,443639,1246764,19728880,135273938,91435190
"43위",I20_협심증,410347,1869510,100466701,552922824,423777165,R10_복부및골반통증,366219,673560,6783417,71742436,45271298,N30_방광염,376428,1027735,8814873,59544216,43796712,S33_요추및골반의관절및인대의탈구염좌및긴장,442029,1638111,8114824,83893347,62331091
"44위",S33_요추및골반의관절및인대의탈구염좌및긴장,408982,1654339,6912925,63776576,48647602,M25_달리분류되지않은기타관절장애,358128,1290105,8890354,50672626,36689836,K58_과민대장증후군,374669,699459,6674824,46675469,32974086,L50_두드러기,426013,982082,9116885,34954772,27043351
"45위",H81_전정기능의장애,408874,1198003,16857318,108872753,74138933,I63_뇌경색증,356992,7774090,89773613,1372719544,1043939731,M25_달리분류되지않은기타관절장애,374591,1301746,9278696,57594232,41591276,Z20_전염성질환에접촉및노출,425408,831446,2057900,40092035,31532429
"46위",H40_녹내장,405265,1533990,10728631,153457730,104296969,H60_외이염,356000,1054609,3171686,24969857,20471890,J00_급성비인두염[감기],371370,862793,5582237,20366195,16295064,N30_방광염,406200,1094670,9940525,65829868,48233488
"47위",K58_과민대장증후군,403429,784227,7222143,45275942,31795460,N30_방광염,352295,976200,7801920,52123645,38535148,I63_뇌경색증,368559,7666842,93993982,1469002513,1117412507,J40_급성인지만성인지명시되지않은기관지염,400904,893500,7142939,45870958,34210666
"48위",I63_뇌경색증,358457,7907259,86889737,1268548126,958831422,J40_급성인지만성인지명시되지않은기관지염,324754,828685,6642613,39149186,28948071,R42_어지럼증및어지럼,360059,770127,14147715,98623817,61368759,K58_과민대장증후군,396607,718989,7155955,52490430,36985453
"49위",N30_방광염,356300,987845,7281967,48392601,35892361,R42_어지럼증및어지럼,320184,702764,13512103,86361717,54118718,H16_각막염,335213,805960,3768632,41209818,30464408,M25_달리분류되지않은기타관절장애,393730,1343067,9720459,66089058,47593746
"50위",R42_어지럼증및어지럼,356267,795760,13105776,97364293,61193445,J04_급성후두염및기관염,317097,813305,5054364,25703688,20507750,M65_윤활막염및힘줄윤활막염,333308,1198892,6386317,52298754,38791919,H60_외이염,390079,1072336,3392866,27958184,22790803
"51위",H60_외이염,355349,1035473,2926212,23251807,19118222,J02_급성인두염,304759,649289,3863472,19252719,15429503,K63_장의기타질환,326145,545232,4158045,179603719,120449309,J04_급성후두염및기관염,386923,840190,5561082,30775224,24673112
"52위",R10_복부및골반통증,341015,620434,5507199,59941544,37757988,J03_급성편도염,297689,648286,3686806,20040759,16018733,L30_기타피부염,293937,657786,5618054,25493601,18274162,I63_뇌경색증,381097,7320943,97185219,1502683259,1144528121
"53위",J45_천식,329555,1358133,19487230,107603902,76497608,M65_윤활막염및힘줄윤활막염,297547,1072394,5493574,44819093,33457665,N31_달리분류되지않은방광의신경근육기능장애,286574,935095,32138498,87366864,59614149,R42_어지럼증및어지럼,378185,790953,14676962,109298678,67657393
"54위",M65_윤활막염및힘줄윤활막염,295057,1078684,5034333,41120743,30986824,L30_기타피부염,272512,627145,5103112,23054830,16697395,H52_굴절및조절의장애,282542,455371,2524920,38352455,27707598,K63_장의기타질환,372387,614996,5187167,210706760,141269528
"55위",H52_굴절및조절의장애,277675,445796,2216340,30418935,21982381,K63_장의기타질환,265305,466072,4038531,145225401,97956974,R51_두통,278136,506167,8831808,54252332,31773176,J03_급성편도염,364003,705381,4166359,25218368,20300213
"56위",L30_기타피부염,271187,615836,4500588,21045890,15449493,N31_달리분류되지않은방광의신경근육기능장애,252834,831667,27637012,75803131,51723829,G47_수면장애,269791,937401,23562413,53993750,39029346,M65_윤활막염및힘줄윤활막염,351028,1216218,6715659,56958672,41935775
"57위",J01_급성부비동염,268146,636191,3450469,22374294,17289899,J45_천식,250786,1092367,19653645,99513251,70135812,R07_목구멍및가슴의통증,268274,505053,11734880,79100325,50014660,H16_각막염,348647,818988,3867061,45427645,33197196
"58위",K25_위궤양,251589,687656,10099623,68059449,49491727,G47_수면장애,248391,850018,20549811,45780089,33379280,M50_경추간판장애,262749,1561910,9001961,97893320,70740550,N31_달리분류되지않은방광의신경근육기능장애,308083,979606,35645962,92342700,63093522
"59위",R07_목구멍및가슴의통증,251201,466185,10553967,62834736,39939603,L03_연조직염,244546,772774,3401314,46857159,35149601,F06_뇌손상뇌기능이상및신체질환에의한기타정신장애,261100,882879,35938234,110179229,73709330,L30_기타피부염,299329,656118,5911339,26543334,18873151
"60위",M50_경추간판장애,250735,1590615,7781937,83280087,60909212,H52_굴절및조절의장애,244343,399392,2219050,30679777,22266798,L03_연조직염,255723,774202,3537930,47347226,35249779,R07_목구멍및가슴의통증,294231,548473,12658923,93994857,59074315
"61위",L03_연조직염,248906,803576,3301606,47813201,35998882,M50_경추간판장애,243923,1480744,8175139,89342583,65237950,J02_급성인두염,248623,507611,3097943,15656463,12545037,H52_굴절및조절의장애,294185,474575,2547978,43401244,31202759
"62위",K63_장의기타질환,245793,435885,3327119,125508029,84371619,F06_뇌손상뇌기능이상및신체질환에의한기타정신장애,234202,820142,31940747,95737473,64671821,J04_급성후두염및기관염,248454,622885,4206856,21335153,16843001,G47_수면장애,294008,1009039,26354225,60542010,43773717
"63위",N31_달리분류되지않은방광의신경근육기능장애,244607,806796,24850382,68740627,46805690,R07_목구멍및가슴의통증,233762,435747,10978252,64459883,41287582,J03_급성편도염,240190,506447,2968243,16361499,13054901,F06_뇌손상뇌기능이상및신체질환에의한기타정신장애,270846,915602,39243433,118914429,79676317
"64위",K52_기타비감염성위장염및결장염,239119,434817,2539638,18942672,14534510,L24_자극물접촉피부염,230981,521684,3411908,16011839,12668698,L24_자극물접촉피부염,239290,524361,3585477,16912222,13287590,M50_경추간판장애,270068,1514904,9350455,106065023,76033292
"65위",K12_구내염및관련병변,237625,487322,1796055,13920797,10835938,K25_위궤양,229456,627419,9737695,68544105,50154517,K52_기타비감염성위장염및결장염,229162,411334,2728880,21135892,16029530,L03_연조직염,258608,774974,3618219,49518022,36750367
"66위",F06_뇌손상뇌기능이상및신체질환에의한기타정신장애,232385,979771,28246292,99948105,67942346,K12_구내염및관련병변,216076,441412,1747004,13438745,10497332,K12_구내염및관련병변,228689,461625,1869923,14441947,11246160,R51_두통,255128,475207,9204689,57918794,33481347
"67위",L24_자극물접촉피부염,231700,515972,3137804,14939643,11920347,K52_기타비감염성위장염및결장염,214207,393031,2519098,18497278,14131812,K25_위궤양,226827,605858,9723655,71893671,52546753,H26_기타백내장,244951,590933,3233492,153281366,109231434
"68위",G47_수면장애,229424,773340,16971763,38081178,27872406,F41_기타불안장애,212174,1107071,23163076,59480730,43992935,H36_달리분류된질환에서의망막장애,225002,659018,18723129,79735921,52213739,J45_천식,240000,946928,19713847,99905662,69980369
"69위",J18_상세불명병원체의폐렴,226667,2221366,6352031,509004622,400375809,F32_우울에피소드,211452,1630337,35297261,106155637,77131568,F41_기타불안장애,224441,1182021,25446914,65671445,48804621,L24_자극물접촉피부염,239145,507921,3601958,16986209,13353933
"70위",J32_만성부비동염,215655,670275,3646479,36231727,26114828,Z11_감염성및기생충성질환에대한특수선별검사,210506,706499,892573,30912288,20685894,H90_전음성및감각신경성청력소실,223123,419870,2976204,35848678,22559193,K52_기타비감염성위장염및결장염,237199,409062,2755275,21748629,16428189
"71위",R51_두통,215479,422612,7314815,48432490,29209040,H36_달리분류된질환에서의망막장애,206938,622430,17046061,69873593,46253452,H26_기타백내장,221262,542130,2977361,135840055,97265056,H36_달리분류된질환에서의망막장애,236301,658915,18906304,83369550,54586159
"72위",H36_달리분류된질환에서의망막장애,213038,654686,16698150,66008996,43777287,E14_상세불명의당뇨병,205506,1219701,37287516,157241377,110569845,F32_우울에피소드,217335,1697882,36896287,111892716,82186679,F41_기타불안장애,230305,1224306,27232933,69596114,51977940
"73위",F32_우울에피소드,209542,1609319,34248682,105608413,75425727,B02_대상포진,199286,784524,4721370,58542633,42684202,J40_급성인지만성인지명시되지않은기관지염,216202,548258,5100591,28504766,20945156,K12_구내염및관련병변,230218,447500,1869582,14685236,11435110
"74위",H26_기타백내장,208574,533537,2796598,109810496,79232932,R51_두통,198168,388348,7629457,44032243,26072887,E14_상세불명의당뇨병,210872,1217952,39169272,166485452,116857933,F32_우울에피소드,224743,1723673,38744737,114856568,84902267
"75위",E14_상세불명의당뇨병,208009,1272344,34770854,149911296,105055477,H26_기타백내장,195000,489107,2761492,114013830,82416971,B02_대상포진,209355,790938,4908950,61126295,44392251,H90_전음성및감각신경성청력소실,224230,414386,3216418,38736409,24075771
"76위",F41_기타불안장애,203304,1047177,21187568,54519555,39803474,G31_달리분류되지않은신경계통의기타퇴행성질환,187823,643438,23959390,61624508,45365628,J45_천식,209108,925796,19090860,94793129,66394736,Z96_기타기능성삽입물의존재,221523,669025,3022205,46704857,32554366
"77위",B02_대상포진,201307,808411,4598106,57805003,42199629,H90_전음성및감각신경성청력소실,186567,351453,2339818,28782237,18437757,Z96_기타기능성삽입물의존재,205315,647724,2991474,40026929,28055436,K25_위궤양,220369,570342,9290023,74690007,54782338
"78위",H90_전음성및감각신경성청력소실,199692,382414,2148624,26668374,17300858,S02_두개골및안면골의골절,184961,343625,703943,20809109,14739806,M77_기타골부착부병증,201727,727211,4059139,29325530,21521945,E14_상세불명의당뇨병,219307,1204069,41066005,174811182,122713859
"79위",Z96_기타기능성삽입물의존재,190910,653706,2907118,33531259,23940100,L21_지루피부염,184213,431668,3254084,14010888,10870016,G31_달리분류되지않은신경계통의기타퇴행성질환,201244,693701,25942673,67965802,49912990,S02_두개골및안면골의골절,218681,389178,782910,25060548,17617413
"80위",K30_기능성소화불량,184951,355036,3900869,15388779,10561537,M77_기타골부착부병증,182374,662254,3593448,25148486,18585545,S02_두개골및안면골의골절,199404,359785,726261,22632917,16070712,M77_기타골부착부병증,214842,749997,4279970,33066085,24065958
"81위",S02_두개골및안면골의골절,184574,348238,692500,20276880,14300847,J01_급성부비동염,179261,442455,2751703,16336126,12569346,K30_기능성소화불량,192926,362932,4620543,18962730,13224239,B02_대상포진,212159,759465,4899677,60046468,43571117
"82위",L21_지루피부염,182226,425499,3030563,13154677,10224307,K30_기능성소화불량,177943,344424,4173783,16068343,11220711,L21_지루피부염,189000,434159,3387014,14738054,11400236,K07_치아얼굴이상[부정교합포함],212075,352201,1041755,13498215,9692996
"83위",M77_기타골부착부병증,180945,684642,3277779,22721920,16899679,Z96_기타기능성삽입물의존재,177550,585343,2677475,33154162,23544940,K07_치아얼굴이상[부정교합포함],187509,314518,1037564,11456486,8241588,G31_달리분류되지않은신경계통의기타퇴행성질환,210331,731457,28402584,74066546,54537268
"84위",G31_달리분류되지않은신경계통의기타퇴행성질환,173121,606632,19349857,51769905,38155474,I11_고혈압성심장병,170091,856542,38976144,108591466,74998625,N18_만성신장병,185265,6829004,48560246,1410562825,1223223845,K30_기능성소화불량,204897,374830,4949597,21450646,14955351
"85위",K76_간의기타질환,172080,295336,4299967,32202064,21639116,N18_만성신장병,165764,6384165,43817318,1286903375,1116661111,K76_간의기타질환,182315,315620,5407353,39006955,26599406,N18_만성신장병,203074,7150437,52688478,1512283520,1312101284
"86위",H11_결막의기타장애,170527,306188,1221170,16228620,11720083,K76_간의기타질환,164976,285778,4720673,33750079,22949146,I67_기타뇌혈관질환,180815,813394,26444501,229468459,171134816,J01_급성부비동염,198701,443613,2864654,18719686,14384933
"87위",I11_고혈압성심장병,169688,901818,37138465,103560242,71737371,H11_결막의기타장애,164650,287782,1226802,16591897,11995229,H61_외이의기타장애,176670,288378,761156,11815157,8634736,I67_기타뇌혈관질환,198509,833574,28949176,247684690,183137113
"88위",L02_피부의농양종기및큰종기,164913,486319,1914387,19634225,15204063,L02_피부의농양종기및큰종기,162984,478926,2009694,20221723,15543642,I11_고혈압성심장병,176041,842650,40688748,115181593,78875946,Z03_의심되는질병및병태를위한의학적관찰및평가,190349,524956,2265382,43217587,28230612
"89위",S22_늑골흉골및흉추의골절,162594,1391972,6871012,166832617,121765850,I48_심방세동및조동,161490,805905,41845387,228961065,167100287,I48_심방세동및조동,175031,842840,45669156,263513906,192495434,K76_간의기타질환,190302,331011,5807649,43655224,29948419
"90위",I67_기타뇌혈관질환,158505,791366,21533183,188247037,141236268,K07_치아얼굴이상[부정교합포함],160809,267014,942076,9314948,6713121,G44_기타두통증후군,173524,377893,6678070,39356667,24179093,I48_심방세동및조동,189546,895874,50105639,296677741,216070330
"91위",G44_기타두통증후군,158131,365255,5841661,36798149,23325319,I67_기타뇌혈관질환,160612,759770,23489774,195117953,146024336,L02_피부의농양종기및큰종기,172256,491694,2140224,21329827,16246748,L21_지루피부염,187476,421450,3363382,14837403,11496079
"92위",K07_치아얼굴이상[부정교합포함],156339,262340,903134,8677554,6287291,S22_늑골흉골및흉추의골절,157032,1264204,6953030,165452369,120572460,H11_결막의기타장애,169548,287722,1182227,17724729,12658505,H61_외이의기타장애,186155,297224,783211,12560542,9192517
"93위",S23_흉곽의관절및인대의탈구염좌및긴장,155788,344836,1532087,13341229,9974331,J32_만성부비동염,151581,490567,2979335,29768346,21676008,S22_늑골흉골및흉추의골절,165799,1251418,7467487,172010439,124614312,S22_늑골흉골및흉추의골절,183347,1289832,8042872,186299530,133971062
"94위",N18_만성신장병,155623,5915055,39784781,1170798077,1015033740,H61_외이의기타장애,149694,244993,631541,9534449,6980534,D12_결장직장항문및항문관의양성신생물,163474,308711,3301525,76147268,50040700,D12_결장직장항문및항문관의양성신생물,180691,332446,3829297,81809400,53629803
"95위",H61_외이의기타장애,154278,251777,606606,8980176,6577443,J18_상세불명병원체의폐렴,147475,1537440,4902890,416913082,329514413,S23_흉곽의관절및인대의탈구염좌및긴장,158774,337971,1678155,14952911,11036232,I11_고혈압성심장병,179327,826045,42072944,122377382,83390068
"96위",I48_심방세동및조동,151081,800837,37800105,205333068,149026679,G44_기타두통증후군,146575,337842,6093909,34068452,21409128,R73_혈당치상승,156796,265406,5090762,15667804,10659854,T85_기타내부인공삽입장치삽입물및이식편의합병증,177958,248037,445308,22842639,17478581
"97위",M15_다발관절증,150710,603396,9535038,32045360,22129424,S23_흉곽의관절및인대의탈구염좌및긴장,145538,316755,1534877,13242660,9871985,E03_기타갑상선기능저하증,155685,655518,35550810,58836073,38972676,L02_피부의농양종기및큰종기,176296,487079,2173195,21993506,16745992
"98위",H01_눈꺼풀의기타염증,148353,328690,1489916,13927915,10300585,F51_비기질성수면장애,145061,705860,15483917,31474119,23652006,F51_비기질성수면장애,154118,770540,17321346,35659322,26844049,H11_결막의기타장애,174954,294468,1196612,19567981,13889571
"99위",J44_기타만성폐색성폐질환,147697,1100700,18173688,162342330,115175551,H01_눈꺼풀의기타염증,143849,309908,1483666,14419099,10591237,T85_기타내부인공삽입장치삽입물및이식편의합병증,147525,207591,383623,19374038,14908373,E03_기타갑상선기능저하증,170375,701903,39779383,66825536,44369403
"100위",J42_상세불명의만성기관지염,145379,401654,3550557,18866039,13713262,E03_기타갑상선기능저하증,138187,586777,30925082,50144405,33380213,N39_비뇨계통의기타장애,145193,694265,7171117,136525159,103277598,S23_흉곽의관절및인대의탈구염좌및긴장,169750,351512,1795651,16941697,12417280
