지표연도,시도,시군구,지표명,분모(명),분자(명),지표값(퍼센트)
2009,강원도,전체,치매의료이용률,1453194,7397,0.51
2009,강원도,춘천시,치매의료이용률,255420,1734,0.68
2009,강원도,원주시,치매의료이용률,297569,818,0.27
2009,강원도,강릉시,치매의료이용률,214730,966,0.45
2009,강원도,동해시,치매의료이용률,89507,581,0.65
2009,강원도,태백시,치매의료이용률,51011,207,0.41
2009,강원도,속초시,치매의료이용률,81945,368,0.45
2009,강원도,삼척시,치매의료이용률,70025,456,0.65
2009,강원도,홍천군,치매의료이용률,65701,334,0.51
2009,강원도,횡성군,치매의료이용률,43195,235,0.54
2009,강원도,영월군,치매의료이용률,40045,188,0.47
2009,강원도,평창군,치매의료이용률,43585,243,0.56
2009,강원도,정선군,치매의료이용률,41351,189,0.46
2009,강원도,철원군,치매의료이용률,41580,287,0.69
2009,강원도,화천군,치매의료이용률,18286,168,0.92
2009,강원도,양구군,치매의료이용률,17628,147,0.83
2009,강원도,인제군,치매의료이용률,26109,159,0.61
2009,강원도,고성군,치매의료이용률,28213,185,0.66
2009,강원도,양양군,치매의료이용률,27294,132,0.48
2009,충청북도,전체,치매의료이용률,1518283,7431,0.49
2009,충청북도,청주시 상당구,치매의료이용률,244437,837,0.34
2009,충청북도,청주시 흥덕구,치매의료이용률,393124,1115,0.28
2009,충청북도,충주시,치매의료이용률,203731,925,0.45
2009,충청북도,제천시,치매의료이용률,135821,722,0.53
2009,충청북도,청원군,치매의료이용률,146201,721,0.49
2009,충청북도,보은군,치매의료이용률,35278,344,0.98
2009,충청북도,옥천군,치매의료이용률,54762,518,0.95
2009,충청북도,영동군,치매의료이용률,49859,685,1.37
2009,충청북도,증평군,치매의료이용률,30908,158,0.51
2009,충청북도,진천군,치매의료이용률,62940,312,0.5
2009,충청북도,괴산군,치매의료이용률,36699,349,0.95
2009,충청북도,음성군,치매의료이용률,92543,566,0.61
2009,충청북도,단양군,치매의료이용률,31980,179,0.56
2009,충청남도,전체,치매의료이용률,2017148,12771,0.63
2009,충청남도,천안시 동남구,치매의료이용률,238680,911,0.38
2009,충청남도,천안시 서북구,치매의료이용률,307568,743,0.24
2009,충청남도,공주시,치매의료이용률,125566,902,0.72
2009,충청남도,보령시,치매의료이용률,107095,898,0.84
2009,충청남도,아산시,치매의료이용률,247589,1061,0.43
2009,충청남도,서산시,치매의료이용률,153934,732,0.48
2009,충청남도,논산시,치매의료이용률,124969,1244,1
2009,충청남도,계룡시,치매의료이용률,27055,103,0.38
2009,충청남도,금산군,치매의료이용률,57074,645,1.13
2009,충청남도,연기군,치매의료이용률,78400,600,0.77
2009,충청남도,부여군,치매의료이용률,76801,868,1.13
2009,충청남도,서천군,치매의료이용률,60415,740,1.22
2009,충청남도,청양군,치매의료이용률,33190,383,1.15
2009,충청남도,홍성군,치매의료이용률,88409,868,0.98
2009,충청남도,예산군,치매의료이용률,88563,752,0.85
2009,충청남도,태안군,치매의료이용률,63238,437,0.69
2009,충청남도,당진군,치매의료이용률,138602,884,0.64
2009,전라북도,전체,치매의료이용률,1858464,15817,0.85
2009,전라북도,전주시 완산구,치매의료이용률,352926,2124,0.6
2009,전라북도,전주시 덕진구,치매의료이용률,279387,1564,0.56
2009,전라북도,군산시,치매의료이용률,264592,1963,0.74
2009,전라북도,익산시,치매의료이용률,309512,2016,0.65
2009,전라북도,정읍시,치매의료이용률,122759,1403,1.14
2009,전라북도,남원시,치매의료이용률,88451,887,1
2009,전라북도,김제시,치매의료이용률,96206,1302,1.35
2009,전라북도,완주군,치매의료이용률,84329,703,0.83
2009,전라북도,진안군,치매의료이용률,27228,401,1.47
2009,전라북도,무주군,치매의료이용률,26064,260,1
2009,전라북도,장수군,치매의료이용률,23905,466,1.95
2009,전라북도,임실군,치매의료이용률,31170,383,1.23
2009,전라북도,순창군,치매의료이용률,30969,417,1.35
2009,전라북도,고창군,치매의료이용률,60288,835,1.39
2009,전라북도,부안군,치매의료이용률,60678,1093,1.8
2009,전라남도,전체,치매의료이용률,1921521,16932,0.88
2009,전라남도,목포시,치매의료이용률,245775,1561,0.64
2009,전라남도,여수시,치매의료이용률,296339,1331,0.45
2009,전라남도,순천시,치매의료이용률,270252,1607,0.59
2009,전라남도,나주시,치매의료이용률,93243,999,1.07
2009,전라남도,광양시,치매의료이용률,142210,689,0.48
2009,전라남도,담양군,치매의료이용률,47863,665,1.39
2009,전라남도,곡성군,치매의료이용률,32751,370,1.13
2009,전라남도,구례군,치매의료이용률,27756,333,1.2
2009,전라남도,고흥군,치매의료이용률,76287,1244,1.63
2009,전라남도,보성군,치매의료이용률,49871,607,1.22
2009,전라남도,화순군,치매의료이용률,70673,769,1.09
2009,전라남도,장흥군,치매의료이용률,42653,404,0.95
2009,전라남도,강진군,치매의료이용률,41010,528,1.29
2009,전라남도,해남군,치매의료이용률,80889,992,1.23
2009,전라남도,영암군,치매의료이용률,62689,495,0.79
2009,전라남도,무안군,치매의료이용률,66848,771,1.15
2009,전라남도,함평군,치매의료이용률,37337,568,1.52
2009,전라남도,영광군,치매의료이용률,58105,804,1.38
2009,전라남도,장성군,치매의료이용률,44058,500,1.13
2009,전라남도,완도군,치매의료이용률,54927,649,1.18
2009,전라남도,진도군,치매의료이용률,34403,409,1.19
2009,전라남도,신안군,치매의료이용률,45582,637,1.4
2009,경상북도,전체,치매의료이용률,2678876,18546,0.69
2009,경상북도,포항시 남구,치매의료이용률,248980,1103,0.44
2009,경상북도,포항시 북구,치매의료이용률,254684,1264,0.5
2009,경상북도,경주시,치매의료이용률,272818,2287,0.84
2009,경상북도,김천시,치매의료이용률,138364,1162,0.84
2009,경상북도,안동시,치매의료이용률,167105,1211,0.72
2009,경상북도,구미시,치매의료이용률,399073,1424,0.36
2009,경상북도,영주시,치매의료이용률,113994,737,0.65
2009,경상북도,영천시,치매의료이용률,103174,832,0.81
2009,경상북도,상주시,치매의료이용률,105463,956,0.91
2009,경상북도,문경시,치매의료이용률,74753,625,0.84
2009,경상북도,경산시,치매의료이용률,238157,1310,0.55
2009,경상북도,군위군,치매의료이용률,25249,279,1.1
2009,경상북도,의성군,치매의료이용률,59816,784,1.31
2009,경상북도,청송군,치매의료이용률,27216,332,1.22
2009,경상북도,영양군,치매의료이용률,18731,211,1.13
2009,경상북도,영덕군,치매의료이용률,42568,468,1.1
2009,경상북도,청도군,치매의료이용률,44545,647,1.45
2009,경상북도,고령군,치매의료이용률,35558,397,1.12
2009,경상북도,성주군,치매의료이용률,45440,473,1.04
2009,경상북도,칠곡군,치매의료이용률,119086,635,0.53
2009,경상북도,예천군,치매의료이용률,46679,442,0.95
2009,경상북도,봉화군,치매의료이용률,34507,411,1.19
2009,경상북도,울진군,치매의료이용률,52977,492,0.93
2009,경상북도,울릉군,치매의료이용률,9939,64,0.64
2009,경상남도,전체,치매의료이용률,3222166,20856,0.65
2009,경상남도,창원시,치매의료이용률,503623,2226,0.44
2009,경상남도,마산시,치매의료이용률,411777,2685,0.65
2009,경상남도,진주시,치매의료이용률,329784,1644,0.5
2009,경상남도,진해시,치매의료이용률,144411,768,0.53
2009,경상남도,통영시,치매의료이용률,138023,954,0.69
2009,경상남도,사천시,치매의료이용률,111650,880,0.79
2009,경상남도,김해시,치매의료이용률,486762,2219,0.46
2009,경상남도,밀양시,치매의료이용률,110933,953,0.86
2009,경상남도,거제시,치매의료이용률,223432,1114,0.5
2009,경상남도,양산시,치매의료이용률,246796,949,0.38
2009,경상남도,의령군,치매의료이용률,30867,523,1.69
2009,경상남도,함안군,치매의료이용률,67730,832,1.23
2009,경상남도,창녕군,치매의료이용률,61759,811,1.31
2009,경상남도,고성군,치매의료이용률,56605,640,1.13
2009,경상남도,남해군,치매의료이용률,50574,736,1.46
2009,경상남도,하동군,치매의료이용률,53108,699,1.32
2009,경상남도,산청군,치매의료이용률,35038,427,1.22
2009,경상남도,함양군,치매의료이용률,40610,471,1.16
2009,경상남도,거창군,치매의료이용률,63338,668,1.05
2009,경상남도,합천군,치매의료이용률,55346,657,1.19
2009,제주특별자치도,전체,치매의료이용률,563709,3422,0.61
2009,제주특별자치도,제주시,치매의료이용률,410109,1976,0.48
2009,제주특별자치도,서귀포시,치매의료이용률,153600,1446,0.94
2010,전국,전체,치매의료이용률,49230996,284823,0.58
2010,서울특별시,전체,치매의료이용률,10212553,44675,0.44
2010,서울특별시,종로구,치매의료이용률,171331,926,0.54
2010,서울특별시,중구,치매의료이용률,135737,776,0.57
2010,서울특별시,용산구,치매의료이용률,240909,1309,0.54
2010,서울특별시,성동구,치매의료이용률,309261,1455,0.47
2010,서울특별시,광진구,치매의료이용률,373965,1409,0.38
2010,서울특별시,동대문구,치매의료이용률,363372,1697,0.47
2010,서울특별시,중랑구,치매의료이용률,424403,1755,0.41
2010,서울특별시,성북구,치매의료이용률,474440,2116,0.45
2010,서울특별시,강북구,치매의료이용률,340381,1552,0.46
2010,서울특별시,도봉구,치매의료이용률,368312,1742,0.47
2010,서울특별시,노원구,치매의료이용률,603524,3115,0.52
2010,서울특별시,은평구,치매의료이용률,462645,2357,0.51
2010,서울특별시,서대문구,치매의료이용률,327331,1547,0.47
2010,서울특별시,마포구,치매의료이용률,387497,1693,0.44
2010,서울특별시,양천구,치매의료이용률,499103,2027,0.41
2010,서울특별시,강서구,치매의료이용률,573461,2511,0.44
2010,서울특별시,구로구,치매의료이용률,426373,1626,0.38
2010,서울특별시,금천구,치매의료이용률,246775,1032,0.42
2010,서울특별시,영등포구,치매의료이용률,409006,2137,0.52
2010,서울특별시,동작구,치매의료이용률,394489,1874,0.48
2010,서울특별시,관악구,치매의료이용률,525882,1843,0.35
2010,서울특별시,서초구,치매의료이용률,426534,1839,0.43
2010,서울특별시,강남구,치매의료이용률,569488,2226,0.39
2010,서울특별시,송파구,치매의료이용률,676229,2430,0.36
2010,서울특별시,강동구,치매의료이용률,482105,1681,0.35
2010,부산광역시,전체,치매의료이용률,3523266,22276,0.63
2010,부산광역시,중구,치매의료이용률,49740,517,1.04
2010,부산광역시,서구,치매의료이용률,124592,1235,0.99
2010,부산광역시,동구,치매의료이용률,100553,900,0.9
2010,부산광역시,영도구,치매의료이용률,147294,1262,0.86
2010,부산광역시,부산진구,치매의료이용률,394053,2545,0.65
2010,부산광역시,동래구,치매의료이용률,278877,1546,0.55
2010,부산광역시,남구,치매의료이용률,292798,1650,0.56
2010,부산광역시,북구,치매의료이용률,311863,1701,0.55
2010,부산광역시,해운대구,치매의료이용률,421289,2411,0.57
2010,부산광역시,사하구,치매의료이용률,360000,2068,0.57
2010,부산광역시,금정구,치매의료이용률,248911,1662,0.67
2010,부산광역시,강서구,치매의료이용률,62327,517,0.83
2010,부산광역시,연제구,치매의료이용률,208672,1285,0.62
2010,부산광역시,수영구,치매의료이용률,176171,1169,0.66
2010,부산광역시,사상구,치매의료이용률,256058,1235,0.48
2010,부산광역시,기장군,치매의료이용률,90068,573,0.64
2010,대구광역시,전체,치매의료이용률,2460652,13693,0.56
2010,대구광역시,중구,치매의료이용률,77244,624,0.81
2010,대구광역시,동구,치매의료이용률,320372,2372,0.74
2010,대구광역시,서구,치매의료이용률,224795,1312,0.58
2010,대구광역시,남구,치매의료이용률,170726,1119,0.66
2010,대구광역시,북구,치매의료이용률,449543,2059,0.46
2010,대구광역시,수성구,치매의료이용률,443353,2554,0.58
2010,대구광역시,달서구,치매의료이용률,597846,2579,0.43
2010,대구광역시,달성군,치매의료이용률,176773,1074,0.61
2010,인천광역시,전체,치매의료이용률,2720809,10869,0.4
2010,인천광역시,중구,치매의료이용률,91033,430,0.47
2010,인천광역시,동구,치매의료이용률,77796,419,0.54
2010,인천광역시,남구,치매의료이용률,422362,1687,0.4
2010,인천광역시,연수구,치매의료이용률,271988,1014,0.37
2010,인천광역시,남동구,치매의료이용률,468525,1648,0.35
2010,인천광역시,부평구,치매의료이용률,562011,2287,0.41
2010,인천광역시,계양구,치매의료이용률,344337,1234,0.36
2010,인천광역시,서구,치매의료이용률,401280,1293,0.32
2010,인천광역시,강화군,치매의료이용률,65553,729,1.11
2010,인천광역시,옹진군,치매의료이용률,15924,128,0.8
2010,광주광역시,전체,치매의료이용률,1416009,8210,0.58
2010,광주광역시,동구,치매의료이용률,105575,884,0.84
2010,광주광역시,서구,치매의료이용률,295004,1600,0.54
2010,광주광역시,남구,치매의료이용률,209641,1414,0.67
2010,광주광역시,북구,치매의료이용률,463477,2629,0.57
2010,광주광역시,광산구,치매의료이용률,342312,1683,0.49
2010,대전광역시,전체,치매의료이용률,1454665,7234,0.5
2010,대전광역시,동구,치매의료이용률,244112,1427,0.58
2010,대전광역시,중구,치매의료이용률,259872,1452,0.56
2010,대전광역시,서구,치매의료이용률,488211,2191,0.45
2010,대전광역시,유성구,치매의료이용률,254956,1179,0.46
2010,대전광역시,대덕구,치매의료이용률,207514,985,0.47
2010,울산광역시,전체,치매의료이용률,1127760,4413,0.39
2010,울산광역시,중구,치매의료이용률,231322,994,0.43
2010,울산광역시,남구,치매의료이용률,346185,1101,0.32
2010,울산광역시,동구,치매의료이용률,176017,598,0.34
2010,울산광역시,북구,치매의료이용률,174125,560,0.32
2010,울산광역시,울주군,치매의료이용률,200111,1160,0.58
2010,경기도,전체,치매의료이용률,11440544,48048,0.42
2010,경기도,수원시 장안구,치매의료이용률,288429,1237,0.43
2010,경기도,수원시 권선구,치매의료이용률,300134,961,0.32
2010,경기도,수원시 팔달구,치매의료이용률,219141,967,0.44
2010,경기도,수원시 영통구,치매의료이용률,258978,603,0.23
2010,경기도,성남시 수정구,치매의료이용률,239068,1045,0.44
2010,경기도,성남시 중원구,치매의료이용률,259524,1193,0.46
2010,경기도,성남시 분당구,치매의료이용률,455049,2213,0.49
2010,경기도,의정부시,치매의료이용률,426840,1912,0.45
2010,경기도,안양시 만안구,치매의료이용률,260452,1001,0.38
2010,경기도,안양시 동안구,치매의료이용률,351373,1158,0.33
2010,경기도,부천시 원미구,치매의료이용률,446439,1729,0.39
2010,경기도,부천시 소사구,치매의료이용률,228583,1057,0.46
2010,경기도,부천시 오정구,치매의료이용률,195118,763,0.39
2010,경기도,광명시,치매의료이용률,313564,1333,0.43
2010,경기도,평택시,치매의료이용률,402909,1794,0.45
2010,경기도,동두천시,치매의료이용률,91585,552,0.6
2010,경기도,안산시 상록구,치매의료이용률,375977,1169,0.31
2010,경기도,안산시 단원구,치매의료이용률,345804,1099,0.32
2010,경기도,고양시 덕양구,치매의료이용률,383736,2069,0.54
2010,경기도,고양시 일산동구,치매의료이용률,262360,1262,0.48
2010,경기도,고양시 일산서구,치매의료이용률,287815,1395,0.48
2010,경기도,과천시,치매의료이용률,70716,414,0.59
2010,경기도,구리시,치매의료이용률,195147,716,0.37
2010,경기도,남양주시,치매의료이용률,521406,1975,0.38
2010,경기도,오산시,치매의료이용률,160964,528,0.33
2010,경기도,시흥시,치매의료이용률,408298,1381,0.34
2010,경기도,군포시,치매의료이용률,276321,968,0.35
2010,경기도,의왕시,치매의료이용률,140268,491,0.35
2010,경기도,하남시,치매의료이용률,147497,612,0.41
2010,경기도,용인시 처인구,치매의료이용률,202585,869,0.43
2010,경기도,용인시 기흥구,치매의료이용률,338731,1258,0.37
2010,경기도,용인시 수지구,치매의료이용률,294047,1043,0.35
2010,경기도,파주시,치매의료이용률,320124,1684,0.53
2010,경기도,이천시,치매의료이용률,194773,944,0.48
2010,경기도,안성시,치매의료이용률,172416,980,0.57
2010,경기도,김포시,치매의료이용률,231300,1039,0.45
2010,경기도,화성시,치매의료이용률,507719,1824,0.36
2010,경기도,광주시,치매의료이용률,241154,860,0.36
2010,경기도,양주시,치매의료이용률,179961,806,0.45
2010,경기도,포천시,치매의료이용률,156992,822,0.52
2010,경기도,여주군,치매의료이용률,106077,660,0.62
2010,경기도,연천군,치매의료이용률,40349,368,0.91
2010,경기도,가평군,치매의료이용률,53702,479,0.89
2010,경기도,양평군,치매의료이용률,87119,815,0.94
2010,강원도,전체,치매의료이용률,1385701,8826,0.64
2010,강원도,춘천시,치매의료이용률,243523,1923,0.79
2010,강원도,원주시,치매의료이용률,294235,1059,0.36
2010,강원도,강릉시,치매의료이용률,202206,1186,0.59
2010,강원도,동해시,치매의료이용률,85581,649,0.76
2010,강원도,태백시,치매의료이용률,47397,253,0.53
2010,강원도,속초시,치매의료이용률,77972,447,0.57
2010,강원도,삼척시,치매의료이용률,65984,544,0.82
2010,강원도,홍천군,치매의료이용률,61850,467,0.76
2010,강원도,횡성군,치매의료이용률,42040,272,0.65
2010,강원도,영월군,치매의료이용률,37198,275,0.74
2010,강원도,평창군,치매의료이용률,40892,244,0.6
2010,강원도,정선군,치매의료이용률,37771,234,0.62
2010,강원도,철원군,치매의료이용률,38739,282,0.73
2010,강원도,화천군,치매의료이용률,17533,176,1
2010,강원도,양구군,치매의료이용률,17271,202,1.17
2010,강원도,인제군,치매의료이용률,23981,197,0.82
2010,강원도,고성군,치매의료이용률,26561,241,0.91
2010,강원도,양양군,치매의료이용률,24967,175,0.7
2010,충청북도,전체,치매의료이용률,1491693,9542,0.64
2010,충청북도,청주시 상당구,치매의료이용률,236474,935,0.4
2010,충청북도,청주시 흥덕구,치매의료이용률,392129,1275,0.33
2010,충청북도,충주시,치매의료이용률,198534,1156,0.58
2010,충청북도,제천시,치매의료이용률,131742,841,0.64
2010,충청북도,청원군,치매의료이용률,145237,903,0.62
2010,충청북도,보은군,치매의료이용률,33793,477,1.41
2010,충청북도,옥천군,치매의료이용률,52934,664,1.25
2010,충청북도,영동군,치매의료이용률,48441,1108,2.29
2010,충청북도,증평군,치매의료이용률,31064,308,0.99
2010,충청북도,진천군,치매의료이용률,63194,553,0.88
2010,충청북도,괴산군,치매의료이용률,35655,448,1.26
2010,충청북도,음성군,치매의료이용률,91865,597,0.65
2010,충청북도,단양군,치매의료이용률,30631,277,0.9
2010,충청남도,전체,치매의료이용률,1983964,15786,0.8
2010,충청남도,천안시 동남구,치매의료이용률,235441,1075,0.46
2010,충청남도,천안시 서북구,치매의료이용률,301017,893,0.3
2010,충청남도,공주시,치매의료이용률,119497,1164,0.97
2010,충청남도,보령시,치매의료이용률,103527,1086,1.05
2010,충청남도,아산시,치매의료이용률,259157,1256,0.48
2010,충청남도,서산시,치매의료이용률,151990,950,0.63
2010,충청남도,논산시,치매의료이용률,119523,1530,1.28
2010,충청남도,계룡시,치매의료이용률,27365,134,0.49
2010,충청남도,금산군,치매의료이용률,55354,915,1.65
2010,충청남도,연기군,치매의료이용률,77942,852,1.09
2010,충청남도,부여군,치매의료이용률,73013,1054,1.44
2010,충청남도,서천군,치매의료이용률,58939,847,1.44
2010,충청남도,청양군,치매의료이용률,31332,480,1.53
2010,충청남도,홍성군,치매의료이용률,85259,1005,1.18
2010,충청남도,예산군,치매의료이용률,84636,864,1.02
2010,충청남도,태안군,치매의료이용률,61442,527,0.86
2010,충청남도,당진군,치매의료이용률,138530,1154,0.83
2010,전라북도,전체,치매의료이용률,1802953,18423,1.02
2010,전라북도,전주시 완산구,치매의료이용률,342245,2508,0.73
2010,전라북도,전주시 덕진구,치매의료이용률,275650,1703,0.62
2010,전라북도,군산시,치매의료이용률,259700,2249,0.87
2010,전라북도,익산시,치매의료이용률,297538,2267,0.76
2010,전라북도,정읍시,치매의료이용률,117313,1524,1.3
2010,전라북도,남원시,치매의료이용률,83153,1190,1.43
2010,전라북도,김제시,치매의료이용률,92467,1452,1.57
2010,전라북도,완주군,치매의료이용률,83185,869,1.04
2010,전라북도,진안군,치매의료이용률,26505,496,1.87
2010,전라북도,무주군,치매의료이용률,25143,309,1.23
2010,전라북도,장수군,치매의료이용률,23066,561,2.43
2010,전라북도,임실군,치매의료이용률,29705,492,1.66
2010,전라북도,순창군,치매의료이용률,29629,464,1.57
2010,전라북도,고창군,치매의료이용률,59382,1081,1.82
2010,전라북도,부안군,치매의료이용률,58272,1258,2.16
2010,전라남도,전체,치매의료이용률,1863128,21247,1.14
2010,전라남도,목포시,치매의료이용률,239172,1651,0.69
2010,전라남도,여수시,치매의료이용률,287282,1957,0.68
